"city","table_name","year","type","total_vote","AKP","MHP","CHP","kurdish_base","independent","others","CrimeNum","InfMortPct","DivorceNum","BirthNum","marriageNum","CrudeDivorceRate_K","CrudeMarriageRate_K","CrudeDeathRate_K","literacyrate","SecEduRateFem","SecEduRateNetPct","ElecCons_pc","BldgCountOccupPermit","FlatCountOccupPermit","SurfaceAreaOccupPermit","BldgCountPermit","SurfaceAreaPermit","NumPubLibraries","LibraryUsers","LibraryBooks","NumMovieTheaters","NumCinemaAudience","NumTheaterHalls","NumTheaterAudience","pop","popdensity","PopGrowthRate","NetMigrationRate","AvgHHSize","AgeDepRatio","ElderDepRatio","ChildDepPct","numdr_pk","hospitalbed_pk","NumHospital","NumHostBed","Enterpreneurs","CropProdKTL","AnimalProdKTL","LivestockV_kTL","CerealsProd_tons","LCattle_head","SCattle_head","agricultural_field","numautomobile_pk","GDPpc_dollar","plaka","duzey_kod","general","alchocol_tabocco","education","unemp","gov_exp","share_exp","mosques","mosque_percentage","log_mosques","lag_AKP","gdp_growth","winner_party","akp_wins","nationalgdp","nationalgdpgrowthrate","nationalunemp","nationalinf"
"adana","genel_secim_2002_il",2002,"genel",856469,26.82,11.41,21.3,9.26,0.13,31.21,2904,NA,2926,35442,13709,1.53,7.19,NA,NA,NA,NA,NA,407,1812,417151,261,253854,16,407651,156469,18,215000,4,54454,1916637,NA,NA,NA,NA,NA,NA,NA,1,226,19,4338,NA,1267826,173126,137205,1966220,143155,429770,551656,NA,4257,1,"TR62",NA,NA,NA,14.9,1252717,0.89,NA,NA,NA,NA,NA,"AKP",1,16.1,6.16,10.3,45
"adana","genel_secim_2007_il",2007,"genel",916591,36.89,22.91,22.83,5,5,12.37,3123,NA,2862,39821,17855,1.43,8.94,NA,90.97,58.03,59.35,2061,1523,725,1594833,3.209,2531234,17,424467,209911,25,341113,5,128432,2006650,144.21,9.82,-6.31,NA,50.45,8.48,41.97,1,259,21,5201,NA,2349666,322255,341318,2628561,158944,352672,503405,82,6860,1,"TR62",10.09,10.34,6.14,15.7,1779441,0.87,1150,5.73094460917449,7.04838640872188,26.82,61.1463471928588,"AKP",1,22.1,4.67,10.3,8.8
"adana","yerel_secim_2009_il",2009,"yerel",943639,29.72,26.89,24.63,9.06,NA,9.7,2406,15,3546,37699,17921,1.73,8.77,18.4,91.55,63.55,65.65,1879,1782,9654,1950511,3.308,2720719,17,405801,223047,27,617750,6,168661,2062226,148.2,17.57,-0.21,4.2,49.21,8.23,40.98,2,259,25,5339,80500,2587225,450755,480530,2468335,179508,309761,506801,88,6476,1,"TR62",7.09,13,6.02,22,2395716,0.89,1265,6.1341482456336,7.14361760270412,36.89,-5.59766763848396,"AKP",1,-17.9,-4.83,14,6.3
"adana","genel_secim_2011_il",2011,"genel",1171911,37.4,20.32,30.85,7.95,7.95,3.48,2748,13.3,3841,36886,17242,1.83,8.22,17.6,94.05,67.34,68.03,2274,2117,9251,2031709,3.005,2771033,17,392979,254218,24,847310,10,153416,2108805,151.55,11.24,-5.62,4.06,48.69,8.81,39.88,2,292,26,6148,82753,3248646,327883,1031209,2528939,224129,457223,435794,102,8064,1,"TR62",6.85,4.44,4.75,10.7,3285564,1.04,1265,5.99865800773424,7.14361760270412,29.72,24.521309450278,"AKP",1,6.2,8.77,9.8,6.5
"adana","yerel_secim_2014_il",2014,"yerel",1231192,30.48,29.61,27.16,0,NA,12.75,7084,13.2,4109,39953,17570,1.9,8.14,18.5,95.65,79.14,80.48,2622,2924,12906,2975347,2.859,4235398,19,413524,275516,30,1459378,10,123465,2165595,155.63,7.57,-5.35,3.87,48.61,9.95,38.66,2,296,30,6400,84127,3661380,452032,893886,2659569,199165,710402,430698,123,8624,1,"TR62",7.85,3.94,7.37,10.7,4535502,1.01,1417,6.54323638538138,7.25700270709207,37.4,6.94444444444444,"AKP",1,-3.2,3.02,9.9,8.9
"adana","genel_secim_haziran_2015_il",2015,"genel",1258204,30.38,23.08,28.55,14.58,NA,3.41000000000001,7032,10,4329,39467,17281,1.99,7.95,18.2,95.7,78.55,78.67,2660,2241,8171,1961448,2.475,4660339,21,441262,298569,37,1567552,14,157573,2183167,156.89,8.08,-5.27,3.82,48.72,10.47,38.25,2,297,29,6486,84659,4152159,496952,1106116,2799908,210673,659707,421460,131,7921,1,"TR62",7.56,4.62,7.23,9.8,5246582,1.04,1429,6.54553682792017,7.26542972325395,30.48,-8.15166975881262,"AKP",1,-9,3.97,10.3,7.7
"adana","genel_secim_kasim_2015_il",2015,"genel",1290389,37.3,19.3,29.4,11.9,NA,2.09999999999999,7032,10,4329,39467,17281,1.99,7.95,18.2,95.7,78.55,78.67,2660,2241,8171,1961448,2.475,4660339,21,441262,298569,37,1567552,14,157573,2183167,156.89,8.08,-5.27,3.82,48.72,10.47,38.25,2,297,29,6486,84659,4152159,496952,1106116,2799908,210673,659707,421460,131,7921,1,"TR62",7.56,4.62,7.23,9.8,5246582,1.04,1429,6.54553682792017,7.26542972325395,30.38,0,"AKP",1,-9,3.97,10.3,7.7
"adana","genel_secim_2018_il",2018,"genel",1329187,34.7,11.76,26.06,13.52,NA,13.96,10359,8.3,4432,35387,15816,2,7.13,16,96.48,83.08,83.59,3108,2079,14349,2795924,1.655,2659866,22,486513,352145,39,1510078,19,201704,2220125,159.55,1.65,-8.51,3.7,49.6,11.78,37.82,2,317,32,7033,89834,6755182,702837,2294017,2700383,265430,807900,411390,149,6731,1,"TR62",17.3,1.48,12.51,11.2,8889082,1.07,1459,6.57170204380384,7.28619171470238,37.3,-15.0233556369145,"AKP",1,-8.4,3,11,16.3
"adana","yerel_secim_2019_il",2019,"yerel",1228920,26.03,17.75,44.3,0.13,NA,11.79,10189,8.6,4951,33360,15139,2.22,6.79,15,96.78,83.4,83.57,3101,1571,1425,2961110,1.046,1526894,22,485859,359807,44,1252022,17,247151,2237940,160.83,7.99,-3.84,3.64,50,12.47,37.53,2,319,32,7137,91911,8008703,850505,2242925,2537707,259684,833027,398199,149,6483,1,"TR62",16.67,24.18,15.58,11.9,10346956,1.03,1469,6.56407231650536,7.29301767977278,34.7,-3.68444510473927,"CHP",0,-6,0.9,13.7,15.2
"adana","genel_secim_2023_il",2023,"genel",1378331,29.96,10.87,28.49,9.7,NA,20.98,NA,11.3,4719,26968,15330,2.08,6.75,11.9,97.18,NA,NA,NA,1148,8475,1564057,2.905,2449149,NA,NA,NA,NA,NA,16,119363,2270298,163.15,-1.68,-5.18,3.32,48.8,14.25,34.55,NA,NA,NA,NA,NA,NA,NA,NA,2718011,248047,944939,396222,177,NA,1,"TR62",NA,NA,NA,10.9,51360137.20845,0.78,1490,6.56301507555396,7.30720231476474,26.03,NA,"AKP",1,24.2,4.5,9.4,53.9
"adiyaman","genel_secim_2002_il",2002,"genel",214473,41.42,4.77,13.39,11.96,0.01,28.46,541,NA,552,14438,4928,0.96,8.61,NA,NA,NA,NA,NA,39,124,31156,120,133384,15,458496,75077,2,3200,0,0,573149,NA,NA,NA,NA,NA,NA,NA,1,124,7,710,NA,242373,52336,83374,425328,72934,370185,247033,NA,2453,2,"TRC1",NA,NA,NA,15.1,263976,0.19,NA,NA,NA,NA,NA,"AKP",1,16.1,6.16,10.3,45
"adiyaman","genel_secim_2007_il",2007,"genel",244571,65.31,5.24,13.95,8,8,7.5,300,NA,419,12942,7023,0.72,12.07,NA,85.24,44.18,48.75,1429,313,1816,383152,316,396574,12,317904,82126,2,12500,0,0,582762,82.86,3.95,-14.96,NA,64.97,9.64,55.34,1,126,8,733,NA,396525,84398,127871,578504,58035,225474,240870,37,4028,2,"TRC1",9.83,10.6,4.68,18,518673,0.25,668,11.4626554236549,6.50578406012823,41.42,64.2070933550754,"AKP",1,22.1,4.67,10.3,8.8
"adiyaman","yerel_secim_2009_il",2009,"yerel",186895,44.18,5.64,18.13,3.8,NA,28.25,169,17.3,504,13415,6042,0.86,10.3,22.9,86.81,53.13,57.26,1420,642,1713,412384,454,664677,12,221256,90956,1,2500,0,0,588475,83.67,5.81,-10.49,5.3,61.76,9.29,52.48,1,126,8,741,17704,421896,102158,159446,592728,57466,172991,220657,44,3813,2,"TRC1",7.58,14.66,6.44,17.2,760962,0.28,701,11.9121458005863,6.55393340402581,65.31,-5.33763654419067,"AKP",1,-17.9,-4.83,14,6.3
"adiyaman","genel_secim_2011_il",2011,"genel",306062,67.3,4.61,16.59,6.56,6.56,4.94,264,14.5,422,13404,5867,0.71,9.9,22.6,90.1,59.42,61.7,1547,360,259,555023,230,354150,12,259398,98860,3,17387,2,4294,593931,84.45,5.06,-16.81,5.08,59.68,9.73,49.95,1,93,10,552,18740,759640,69035,250891,679674,57400,198260,201089,53,5210,2,"TRC1",7.55,3.8,4.39,14.4,902455,0.29,707,11.9037396599942,6.56244409369372,44.18,36.6378179910831,"AKP",1,6.2,8.77,9.8,6.5
"adiyaman","yerel_secim_2014_il",2014,"yerel",215327,50.84,9.39,18.67,5.99,NA,15.11,574,12.1,489,13681,5961,0.82,9.98,22.9,92.51,77.67,76.9,2021,468,3058,695854,594,932427,12,303827,126574,4,15854,1,1506,597835,85,1.09,-12.88,4.57,58.51,10.86,47.65,1,184,11,1103,18784,890375,130367,377853,669446,80860,305583,197772,67,5429,2,"TRC1",9.12,3.86,11.9,8,1326498,0.3,744,12.4449053668654,6.61338421837956,67.3,4.20345489443378,"AKP",1,-3.2,3.02,9.9,8.9
"adiyaman","genel_secim_haziran_2015_il",2015,"genel",313638,58,4.34,11.49,22.63,NA,3.54000000000001,533,11.2,587,13413,5580,0.98,9.3,22.3,92.57,80.26,78.58,1829,343,2945,616451,611,1156821,12,267771,137680,5,17732,1,200,602774,85.71,8.23,-9.15,4.45,58.45,11.29,47.16,1,189,12,1139,19321,1034722,155121,412745,707703,81288,310367,195375,70,4946,2,"TRC1",8.19,4.4,8.22,9.9,1510920,0.3,759,12.5917839853743,6.63331843328038,50.84,-8.89666605268005,"AKP",1,-9,3.97,10.3,7.7
"adiyaman","genel_secim_kasim_2015_il",2015,"genel",328724,69.1,3.1,11.4,14.3,NA,2.10000000000001,533,11.2,587,13413,5580,0.98,9.3,22.3,92.57,80.26,78.58,1829,343,2945,616451,611,1156821,12,267771,137680,5,17732,1,200,602774,85.71,8.23,-9.15,4.45,58.45,11.29,47.16,1,189,12,1139,19321,1034722,155121,412745,707703,81288,310367,195375,70,4946,2,"TRC1",8.19,4.4,8.22,9.9,1510920,0.3,759,12.5917839853743,6.63331843328038,58,0,"AKP",1,-9,3.97,10.3,7.7
"adiyaman","genel_secim_2018_il",2018,"genel",346800,55.1,9.15,12.05,15.41,NA,8.29000000000001,1104,10.7,542,12566,5152,0.87,8.31,20.3,93.84,83.66,82.9,1824,471,3708,783021,581,1110542,12,319219,172920,11,142419,4,6580,624513,88.8,15.23,-1.38,4.24,58.32,11.98,46.34,1,209,12,1304,21487,2057911,316310,855119,596812,129194,343577,182348,78,4226,2,"TRC1",17.05,0.69,7.37,12.8,2472901,0.3,777,12.4416945684077,6.65672652417839,69.1,-14.5572179539021,"AKP",1,-8.4,3,11,16.3
"adiyaman","yerel_secim_2019_il",2019,"yerel",232720,48.71,6.06,8.41,0.66,NA,36.16,1251,11.4,623,11915,4923,1,7.87,19,94.35,84.73,84.42,1882,424,4001,802850,292,470044,12,385468,173746,8,120926,2,2030,626465,89.08,3.12,-11.43,4.16,58.43,12.4,46.03,1,216,12,1351,22480,1437140,424009,1142688,552587,147606,369938,176880,79,4024,2,"TRC1",15.73,24.17,15.1,15.2,2767476,0.28,780,12.4508152889627,6.66057514983969,55.1,-4.77993374349266,"AKP",1,-6,0.9,13.7,15.2
"adiyaman","genel_secim_2023_il",2023,"genel",314939,52.09,4.04,18.54,12.07,NA,13.26,NA,23,629,8592,3561,1.01,5.74,13.9,95.21,NA,NA,NA,106,706,140122,306,194600,NA,NA,NA,NA,NA,0,0,604978,86.02,-48.7,-40.61,3.66,55.93,13.46,42.47,NA,NA,NA,NA,NA,NA,NA,NA,680987,107175,301297,164562,98,NA,2,"TRC1",NA,NA,NA,10.2,14476340.18998,0.22,787,13.0087375078102,6.66949808985788,48.71,NA,"AKP",1,24.2,4.5,9.4,53.9
"afyonkarahisar","genel_secim_2002_il",2002,"genel",350698,42.63,14.02,12.4,1.08,0.01,29.87,1311,NA,1377,11463,6372,1.97,9.12,NA,NA,NA,NA,NA,728,1716,305760,1.498,536497,36,593602,243513,1,17445,0,0,698773,NA,NA,NA,NA,NA,NA,NA,1,229,19,1603,NA,459743,281780,241864,2298157,251054,699633,566767,NA,3886,3,"TR33",NA,NA,NA,7.6,373085,0.26,NA,NA,NA,NA,NA,"AKP",1,16.1,6.16,10.3,45
"afyonkarahisar","genel_secim_2007_il",2007,"genel",384977,53.72,21,12.34,0.16,0.16,12.78,1744,NA,912,10981,7058,1.3,10.06,NA,92,48.98,54.54,1422,1279,3404,732887,1.819,1369808,24,276359,242034,6,54000,0,0,701572,49.01,-6.01,-9.41,NA,52.33,13.55,38.79,1,299,20,2095,NA,883270,796829,653690,1957764,278202,757555,522910,60,6200,3,"TR33",8.58,10.94,3.62,7.3,583920,0.29,1047,14.9236286510864,6.95463886488099,42.63,59.547092125579,"AKP",1,22.1,4.67,10.3,8.8
"afyonkarahisar","yerel_secim_2009_il",2009,"yerel",318176,42.42,31.54,11.85,0,NA,14.19,1123,15.1,961,11827,6196,1.37,8.86,16.9,92.44,56.39,61.38,1445,1364,4111,760498,1.82,1155662,24,177592,265003,11,113431,2,25200,701326,49,5.66,-2.89,3.9,51.48,13.61,37.88,1,260,19,1824,29826,989806,762971,689331,2126796,284346,637120,417010,71,6045,3,"TR33",6.17,14.21,8.65,11,770666,0.29,1090,15.5419876063343,6.99484998583307,53.72,-2.5,"AKP",1,-17.9,-4.83,14,6.3
"afyonkarahisar","genel_secim_2011_il",2011,"genel",426101,60.42,18.64,16.48,0.05,0.05,4.41,1206,12.1,1010,11160,6090,1.45,8.72,16,95.87,60.97,63.82,1693,1481,4516,984554,1.262,690554,20,186962,272838,21,159470,1,10132,698626,48.81,1.53,-9.75,3.77,51.07,14.21,36.87,1,274,21,1917,28773,1365832,283668,1372260,2592156,294251,752582,455416,83,7745,3,"TR33",7.3,4.18,7.8,4.7,1045907,0.33,1101,15.7595050856968,7.00488198971286,42.42,28.1224152191894,"AKP",1,6.2,8.77,9.8,6.5
"afyonkarahisar","yerel_secim_2014_il",2014,"yerel",311351,45.8,37.45,9.67,0,NA,7.08,1716,9.5,967,11377,5597,1.37,7.92,16.1,96.54,78.42,79.99,2034,1682,4613,1083248,1.99,1835408,16,177139,260403,15,241278,2,5370,706371,49.35,-1.06,-8.02,3.57,49.49,15.03,34.46,1,279,23,1973,28498,1590468,1066805,1563204,2692300,337578,792649,447363,103,8287,3,"TR33",8.53,4.11,9.98,3.9,1516128,0.34,1147,16.2379259624192,7.04577657687951,60.42,6.99806326662363,"AKP",1,-3.2,3.02,9.9,8.9
"afyonkarahisar","genel_secim_haziran_2015_il",2015,"genel",434691,52.3,25.09,16.75,1.48,NA,4.38,1655,9.6,981,11184,5483,1.39,7.75,15.8,96.74,79.72,78.44,2048,146,5482,1298366,1.716,1513926,16,221894,263278,17,239045,3,12430,709015,49.53,3.74,-4.65,3.53,49.44,15.45,33.99,2,274,22,1945,28868,1883028,508850,1968099,2828988,347784,836737,462180,109,7586,3,"TR33",8.29,4.53,7.03,4.1,1700883,0.34,1155,16.2902054258373,7.05272104923232,45.8,-8.45903221913841,"AKP",1,-9,3.97,10.3,7.7
"afyonkarahisar","genel_secim_kasim_2015_il",2015,"genel",443786,63.2,16.7,16.3,1,NA,2.8,1655,9.6,981,11184,5483,1.39,7.75,15.8,96.74,79.72,78.44,2048,146,5482,1298366,1.716,1513926,16,221894,263278,17,239045,3,12430,709015,49.53,3.74,-4.65,3.53,49.44,15.45,33.99,2,274,22,1945,28868,1883028,508850,1968099,2828988,347784,836737,462180,109,7586,3,"TR33",8.29,4.53,7.03,4.1,1700883,0.34,1155,16.2902054258373,7.05272104923232,52.3,0,"AKP",1,-9,3.97,10.3,7.7
"afyonkarahisar","genel_secim_2018_il",2018,"genel",461207,55.38,13.95,14.46,1.25,NA,14.96,2828,9.5,1091,10075,5117,1.51,7.1,14,97.42,80.71,81.48,2510,1954,9,1723720,2.114,1387658,16,235700,290810,18,344996,3,11322,725568,50.69,13.7,2.66,3.45,49.6,16.27,33.33,1,301,22,2185,31348,2343891,753436,3753708,3090749,391507,949973,448115,122,6752,3,"TR33",17.13,1.65,7.68,6.8,2601279,0.31,1189,16.3871615065714,7.08170858610557,63.2,-10.99393619826,"AKP",1,-8.4,3,11,16.3
"afyonkarahisar","yerel_secim_2019_il",2019,"yerel",326833,44.27,22.29,6.44,0,NA,27,3218,9.3,1211,9790,5039,1.66,6.93,13.5,97.63,82.93,82.91,2529,1226,5276,1219421,1.07,603417,16,238748,293933,17,287911,6,19005,729483,50.96,5.38,-4.36,3.39,49.71,16.81,32.89,2,300,22,2185,32588,3340660,986524,4138140,3182744,416500,1045000,453762,120,6320,3,"TR33",16.21,24.57,12.45,9.8,2971704,0.3,1198,16.4225896970868,7.08924315502751,55.38,-6.39810426540284,"AKP",1,-6,0.9,13.7,15.2
"afyonkarahisar","genel_secim_2023_il",2023,"genel",471248,43.68,16.05,18.42,0.31,NA,21.54,NA,7.1,1531,8136,5177,2.04,6.91,10.9,98.05,NA,NA,NA,1146,4531,1101403,1.902,1480749,NA,NA,NA,NA,NA,4,10877,751344,52.49,5.06,5.34,3.18,48.27,18,30.27,NA,NA,NA,NA,NA,NA,NA,NA,4676125,379396,1017580,540043,136,NA,3,"TR33",NA,NA,NA,7.1,17165155.44768,0.26,1205,16.0379267020167,7.09506437728713,44.27,NA,"AKP",1,24.2,4.5,9.4,53.9
"agri","genel_secim_2002_il",2002,"genel",148151,17.7,5.29,9.61,35.08,4.94,32.32,455,NA,78,18784,5088,0.15,9.74,NA,NA,NA,NA,NA,27,115,24635,49,36130,8,147412,60347,1,650,0,0,523123,NA,NA,NA,NA,NA,NA,NA,0,67,8,349,NA,75858,111263,309773,498918,341012,1671223,354082,NA,1959,4,"TRA2",NA,NA,NA,1.8,279745,0.2,NA,NA,NA,NA,NA,"kurdish_base",0,16.1,6.16,10.3,45
"agri","genel_secim_2007_il",2007,"genel",163672,63.02,3.87,2.57,24,24,6.54000000000001,793,NA,126,15764,6242,0.24,11.77,NA,81.48,14.95,21.43,445,25,108,28245,80,98976,8,142586,58799,0,0,0,0,530879,46.28,2.45,-28.26,NA,81.54,6.43,75.11,1,129,10,684,NA,122394,168153,515497,723038,277510,1311960,400894,14,2817,4,"TRA2",9.27,11.04,7.46,6,435577,0.21,789,14.8621437276668,6.67203294546107,17.7,43.7978560490046,"AKP",1,22.1,4.67,10.3,8.8
"agri","yerel_secim_2009_il",2009,"yerel",97888,31.79,1.32,1.24,35.83,NA,29.82,343,12.3,116,16775,5978,0.22,11.18,31.4,83.81,20.3,26.92,534,120,606,156643,140,224044,8,146596,68591,0,0,0,0,537665,46.88,10.25,-19.34,6.8,80.3,6.17,74.14,1,129,11,694,9019,172210,167956,573573,866521,252875,979098,344541,15,2767,4,"TRA2",6.18,13.97,1.58,9.4,644758,0.24,835,15.5301163363805,6.7286286130847,63.02,-1.7749378771743,"kurdish_base",0,-17.9,-4.83,14,6.3
"agri","genel_secim_2011_il",2011,"genel",202890,47.62,2.22,2.22,43.42,43.42,4.52000000000001,311,22,151,17058,5387,0.28,9.82,31.1,89.92,26.7,32.13,622,170,1439,270782,107,273710,8,167143,84123,0,0,1,250,555479,48.43,24.52,-17.27,6.59,76.56,6.35,70.21,1,130,11,721,9497,188236,232221,1210377,1244352,280429,1099938,353522,16,3735,4,"TRA2",7.73,2.71,1.35,10.2,892755,0.28,843,15.1760912653764,6.73815249459596,31.79,34.9837368991688,"AKP",1,6.2,8.77,9.8,6.5
"agri","yerel_secim_2014_il",2014,"yerel",118225,38.25,1.26,0.91,42.91,NA,16.67,756,14.4,212,16822,5200,0.39,9.45,30.6,91.35,48.08,51.54,576,208,2235,413992,197,528999,8,168131,95454,5,32665,1,2070,549435,47.9,-3.17,-29.61,5.88,73.1,6.89,66.21,1,149,11,817,9792,213198,322769,1256212,1048612,322307,1452572,370426,18,3653,4,"TRA2",8.66,3.61,10.88,3.4,1191046,0.27,895,16.2894609917461,6.79794041297493,47.62,-2.1954484605087,"kurdish_base",0,-3.2,3.02,9.9,8.9
"agri","genel_secim_haziran_2015_il",2015,"genel",242644,16.63,2.72,1.35,76.91,NA,2.39,736,15.3,200,15987,5114,0.36,9.33,29.2,91.36,47.59,49.74,586,111,827,258649,185,423275,8,256581,106894,2,35000,3,4930,547210,47.71,-4.06,-28.07,5.66,71.19,7.04,64.15,1,157,11,858,9994,210036,354884,1434485,1048303,327067,1387490,364449,18,3374,4,"TRA2",6.89,4.08,6.49,3.9,1404741,0.28,901,16.4653423731291,6.80461452006262,38.25,-7.637558171366,"kurdish_base",0,-9,3.97,10.3,7.7
"agri","genel_secim_kasim_2015_il",2015,"genel",219713,27.7,1.7,1.7,66.8,NA,2.10000000000001,736,15.3,200,15987,5114,0.36,9.33,29.2,91.36,47.59,49.74,586,111,827,258649,185,423275,8,256581,106894,2,35000,3,4930,547210,47.71,-4.06,-28.07,5.66,71.19,7.04,64.15,1,157,11,858,9994,210036,354884,1434485,1048303,327067,1387490,364449,18,3374,4,"TRA2",6.89,4.08,6.49,3.9,1404741,0.28,901,16.4653423731291,6.80461452006262,16.63,0,"kurdish_base",0,-9,3.97,10.3,7.7
"agri","genel_secim_2018_il",2018,"genel",231212,28.82,2.51,2.91,62.23,NA,3.53,1343,12,252,13755,4298,0.47,7.99,25.6,92.81,58.06,56.38,786,163,1694,405008,267,434699,9,271290,125288,6,36350,3,2290,539657,47.05,6.27,-17.25,5.03,66.41,7.43,58.98,1,163,10,878,11786,275547,599902,3151657,1106163,388452,1322805,353563,18,2984,4,"TRA2",16.76,0.28,4.39,5.3,2374163,0.29,923,17.1034564547481,6.82871207164168,27.7,-11.5589804386485,"kurdish_base",0,-8.4,3,11,16.3
"agri","yerel_secim_2019_il",2019,"yerel",126240,39.21,0.93,2.12,43.85,NA,13.89,1526,11.2,258,13462,3911,0.48,7.27,25,93.38,61.89,59.59,846,144,1059,381379,213,429459,9,362936,131337,5,77179,6,3200,536199,46.75,-6.43,-21.8,4.88,66.16,7.88,58.28,1,164,10,878,11989,255896,776526,3406292,961044,400320,1335004,352187,17,2914,4,"TRA2",17.18,24.04,14.22,9.8,2792069,0.28,929,17.3256570788084,6.8351845861473,28.82,-2.34584450402145,"kurdish_base",0,-6,0.9,13.7,15.2
"agri","genel_secim_2023_il",2023,"genel",212257,24.44,2.26,10.66,55.91,NA,6.73,NA,11,429,9031,3077,0.84,6.02,17.7,94.24,NA,NA,NA,141,1328,304310,231,502261,NA,NA,NA,NA,NA,2,2500,511238,44.57,1.2,-14.32,4.31,60.05,8.86,51.19,NA,NA,NA,NA,NA,NA,NA,NA,1528305,321052,1376795,343670,18,NA,4,"TRA2",NA,NA,NA,11.5,13346321.78948,0.2,939,18.3671792785356,6.84587987526405,39.21,NA,"kurdish_base",0,24.2,4.5,9.4,53.9
"aksaray","genel_secim_2002_il",2002,"genel",155505,48.09,11.44,11.27,1.66,0.02,27.54,486,NA,1027,7266,3759,2.89,10.59,NA,NA,NA,NA,NA,223,732,148636,388,351381,13,182566,75125,3,13100,0,0,355942,NA,NA,NA,NA,NA,NA,NA,1,126,8,449,NA,318366,57664,95234,1540713,86754,422982,399817,NA,3452,68,"TR71",NA,NA,NA,10.2,152491,0.11,NA,NA,NA,NA,NA,"AKP",1,16.1,6.16,10.3,45
"aksaray","genel_secim_2007_il",2007,"genel",179020,63.43,16.05,10.4,0.5,0.5,9.61999999999999,556,NA,716,7100,4796,1.96,13.14,NA,89.98,42.47,45.53,1155,605,2644,656182,738,614285,7,137105,42176,11,33900,0,0,366109,48.36,12.19,-3.9,NA,55.41,10.06,45.35,1,195,13,714,NA,519003,168795,244588,1774744,89100,348649,419049,71,5723,68,"TR71",9.05,9.74,10.61,9.5,269098,0.13,550,15.0228483866827,6.31173480915291,48.09,65.7879490150637,"AKP",1,22.1,4.67,10.3,8.8
"aksaray","yerel_secim_2009_il",2009,"yerel",152051,52.65,31.99,6.14,0,NA,9.22,266,16.7,996,7616,4338,2.66,11.61,20.4,91,50,52.44,1265,532,2415,549759,742,752764,8,175622,65473,7,46575,0,0,376907,49.79,16.88,-6.27,4.3,53.71,10.04,43.67,1,207,12,780,13617,780487,217513,314675,2206575,97354,324266,399990,83,5719,68,"TR71",7.11,13.95,-0.6,14.9,380904,0.14,565,14.9904353063222,6.33859407820318,63.43,-0.0698934125458675,"AKP",1,-17.9,-4.83,14,6.3
"aksaray","genel_secim_2011_il",2011,"genel",200404,66.09,17.98,11.72,0.05,0.05,4.16,350,13.4,777,7262,3914,2.05,10.35,19.2,93.95,55.89,56.63,1483,677,4175,851265,775,443748,8,272075,101645,4,23000,4,3455,378823,50.04,3.49,-6.22,4.07,53.67,10.81,42.86,1,189,10,716,13935,860438,222388,604435,2079427,118496,328464,383446,101,7354,68,"TR71",7.37,3.56,5.99,8,502076,0.16,567,14.9674122215388,6.34212141872115,52.65,28.5889141458297,"AKP",1,6.2,8.77,9.8,6.5
"aksaray","yerel_secim_2014_il",2014,"yerel",159594,53.58,33.72,6.66,0,NA,6.04000000000001,861,11.2,770,7071,3540,2.01,9.23,18.4,94.77,73.68,72.42,1963,660,4511,922858,871,1177430,8,240642,118285,5,78082,2,2481,384252,50.76,3.77,-6.85,3.76,52.7,12.53,40.17,1,176,9,677,14722,1126024,409655,872119,3094305,174203,506634,411666,128,8823,68,"TR71",8.7,4.09,13.58,7.7,735267,0.16,584,15.1983594099705,6.37161184723186,66.09,19.9755235246125,"AKP",1,-3.2,3.02,9.9,8.9
"aksaray","genel_secim_haziran_2015_il",2015,"genel",209674,58.31,29.86,6.93,2.12,NA,2.78,756,10.6,802,6862,3621,2.08,9.4,17.8,94.94,76.29,75.05,2050,598,3432,780008,1.014,1311049,8,237018,129807,5,104598,3,5698,386514,51.06,5.87,-5.06,3.65,52.99,13.14,39.85,1,167,9,647,15182,1380184,440913,1184028,3744837,181370,513002,411295,138,7897,68,"TR71",6.76,4.63,6.9,9.9,874181,0.17,588,15.2129030255049,6.37842618365159,53.58,-10.4952963844497,"AKP",1,-9,3.97,10.3,7.7
"aksaray","genel_secim_kasim_2015_il",2015,"genel",217257,71.2,17.8,7.6,1.3,NA,2.10000000000001,756,10.6,802,6862,3621,2.08,9.4,17.8,94.94,76.29,75.05,2050,598,3432,780008,1.014,1311049,8,237018,129807,5,104598,3,5698,386514,51.06,5.87,-5.06,3.65,52.99,13.14,39.85,1,167,9,647,15182,1380184,440913,1184028,3744837,181370,513002,411295,138,7897,68,"TR71",6.76,4.63,6.9,9.9,874181,0.17,588,15.2129030255049,6.37842618365159,58.31,0,"AKP",1,-9,3.97,10.3,7.7
"aksaray","genel_secim_2018_il",2018,"genel",234008,56.15,20.54,9.9,1.57,NA,11.84,1171,9.4,783,6714,3290,1.92,8.08,16.5,95.91,80.46,84.6,2596,891,5874,1380738,836,1131546,8,282558,136289,8,110875,2,27935,412172,54.45,23.98,5.45,3.53,51.86,13.57,38.28,1,193,10,797,17191,1670575,724530,2442727,4041838,266483,678635,386127,156,6870,68,"TR71",15.76,1.31,6.93,10.9,1326712,0.16,598,14.5085061576235,6.39526159811545,71.2,-13.0049385842725,"AKP",1,-8.4,3,11,16.3
